546,308,tree3
578,326,mark1
572,327,jump1
568,350,mark2
515,384,jump2
552,408,mark3
518,399,jump3
560,411,mark4
575,424,jump4
576,395,mark5
605,382,swing
777,368,jump6
578,279,jumpEnd
